"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Buffalo County, WI"	"55011"	"Diseases of the respiratory system"	"J00-J98"	11	13333	Unreliable	41.1850	147.6193	24.8753
	"Buffalo County, WI"	"55011"	"Diseases of the digestive system"	"K00-K92"	10	13333	Unreliable	35.9664	137.9314	23.7177
	"Buffalo County, WI"	"55011"	"External causes of morbidity and mortality"	"V01-Y89"	10	13333	Unreliable	35.9664	137.9314	23.7177
	"Burnett County, WI"	"55013"	"Neoplasms"	"C00-D48"	46	15382	299.0508	218.9441	398.8920	44.0926
	"Burnett County, WI"	"55013"	"Diseases of the nervous system"	"G00-G98"	10	15382	Unreliable	31.1754	119.5579	20.5583
	"Burnett County, WI"	"55013"	"Diseases of the circulatory system"	"I00-I99"	35	15382	227.5387	158.4898	316.4517	38.4611
	"Burnett County, WI"	"55013"	"Diseases of the respiratory system"	"J00-J98"	27	15382	175.5298	115.6759	255.3871	33.7807
	"Burnett County, WI"	"55013"	"External causes of morbidity and mortality"	"V01-Y89"	14	15382	Unreliable	49.7591	152.7085	24.3249
	"Calumet County, WI"	"55015"	"Neoplasms"	"C00-D48"	86	49634	173.2683	138.5921	213.9846	18.6840
	"Calumet County, WI"	"55015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	17	49634	Unreliable	19.9524	54.8388	8.3070
	"Calumet County, WI"	"55015"	"Mental and behavioural disorders"	"F01-F99"	15	49634	Unreliable	16.9145	49.8454	7.8031
	"Calumet County, WI"	"55015"	"Diseases of the nervous system"	"G00-G98"	22	49634	44.3245	27.7777	67.1077	9.4500
	"Calumet County, WI"	"55015"	"Diseases of the circulatory system"	"I00-I99"	104	49634	209.5338	169.2627	249.8049	20.5465
	"Calumet County, WI"	"55015"	"Diseases of the respiratory system"	"J00-J98"	31	49634	62.4572	42.4365	88.6530	11.2176
	"Calumet County, WI"	"55015"	"Diseases of the digestive system"	"K00-K92"	12	49634	Unreliable	12.4925	42.2323	6.9793
	"Calumet County, WI"	"55015"	"External causes of morbidity and mortality"	"V01-Y89"	15	49634	Unreliable	16.9145	49.8454	7.8031
	"Chippewa County, WI"	"55017"	"Certain infectious and parasitic diseases"	"A00-B99"	12	62922	Unreliable	9.8543	33.3136	5.5054
	"Chippewa County, WI"	"55017"	"Neoplasms"	"C00-D48"	120	62922	190.7123	156.5895	224.8351	17.4096
	"Chippewa County, WI"	"55017"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15	62922	Unreliable	13.3425	39.3189	6.1552
	"Chippewa County, WI"	"55017"	"Mental and behavioural disorders"	"F01-F99"	23	62922	36.5532	23.1714	54.8477	7.6219
	"Chippewa County, WI"	"55017"	"Diseases of the nervous system"	"G00-G98"	15	62922	Unreliable	13.3425	39.3189	6.1552
	"Chippewa County, WI"	"55017"	"Diseases of the circulatory system"	"I00-I99"	164	62922	260.6402	220.7491	300.5312	20.3526
	"Chippewa County, WI"	"55017"	"Diseases of the respiratory system"	"J00-J98"	51	62922	81.0527	60.3494	106.5698	11.3497
	"Chippewa County, WI"	"55017"	"Diseases of the digestive system"	"K00-K92"	21	62922	33.3747	20.6596	51.0168	7.2829
	"Chippewa County, WI"	"55017"	"Diseases of the genitourinary system"	"N00-N98"	17	62922	Unreliable	15.7388	43.2578	6.5527
	"Chippewa County, WI"	"55017"	"External causes of morbidity and mortality"	"V01-Y89"	29	62922	46.0888	30.8666	66.1914	8.5585
	"Clark County, WI"	"55019"	"Neoplasms"	"C00-D48"	68	34435	197.4735	153.3461	250.3451	23.9472
	"Clark County, WI"	"55019"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	20	34435	58.0804	35.4773	89.7006	12.9872
	"Clark County, WI"	"55019"	"Mental and behavioural disorders"	"F01-F99"	30	34435	87.1207	58.7803	124.3700	15.9060
	"Clark County, WI"	"55019"	"Diseases of the nervous system"	"G00-G98"	19	34435	Unreliable	33.2201	86.1646	12.6583
	"Clark County, WI"	"55019"	"Diseases of the circulatory system"	"I00-I99"	89	34435	258.4580	207.5624	318.0558	27.3965
	"Clark County, WI"	"55019"	"Diseases of the respiratory system"	"J00-J98"	29	34435	84.2166	56.4016	120.9494	15.6386
	"Clark County, WI"	"55019"	"Diseases of the digestive system"	"K00-K92"	13	34435	Unreliable	20.1016	64.5575	10.4706
	"Clark County, WI"	"55019"	"External causes of morbidity and mortality"	"V01-Y89"	22	34435	63.8885	40.0383	96.7278	13.6211
	"Columbia County, WI"	"55021"	"Neoplasms"	"C00-D48"	117	56539	206.9368	169.4394	244.4342	19.1313
	"Columbia County, WI"	"55021"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	20	56539	35.3738	21.6074	54.6320	7.9098
	"Columbia County, WI"	"55021"	"Mental and behavioural disorders"	"F01-F99"	39	56539	68.9789	49.0509	94.2963	11.0455
	"Columbia County, WI"	"55021"	"Diseases of the nervous system"	"G00-G98"	33	56539	58.3668	40.1768	81.9686	10.1604
	"Columbia County, WI"	"55021"	"Diseases of the circulatory system"	"I00-I99"	150	56539	265.3036	222.8462	307.7610	21.6619
	"Columbia County, WI"	"55021"	"Diseases of the respiratory system"	"J00-J98"	52	56539	91.9719	68.6892	120.6092	12.7542
	"Columbia County, WI"	"55021"	"Diseases of the digestive system"	"K00-K92"	18	56539	Unreliable	18.8682	50.3153	7.5039
	"Columbia County, WI"	"55021"	"Diseases of the genitourinary system"	"N00-N98"	13	56539	Unreliable	12.2428	39.3187	6.3771
	"Columbia County, WI"	"55021"	"External causes of morbidity and mortality"	"V01-Y89"	45	56539	79.5911	58.0545	106.4992	11.8647
	"Crawford County, WI"	"55023"	"Neoplasms"	"C00-D48"	53	16560	320.0483	239.7386	418.6296	43.9620
	"Crawford County, WI"	"55023"	"Diseases of the nervous system"	"G00-G98"	11	16560	Unreliable	33.1594	118.8531	20.0279
	"Crawford County, WI"	"55023"	"Diseases of the circulatory system"	"I00-I99"	65	16560	392.5121	302.9330	500.2880	48.6851
	"Crawford County, WI"	"55023"	"Diseases of the respiratory system"	"J00-J98"	17	16560	Unreliable	59.8018	164.3641	24.8980
	"Dane County, WI"	"55025"	"Certain infectious and parasitic diseases"	"A00-B99"	36	503523	7.1496	5.0075	9.8981	1.1916
	"Dane County, WI"	"55025"	"Neoplasms"	"C00-D48"	785	503523	155.9015	144.9954	166.8077	5.5644
	"Dane County, WI"	"55025"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	104	503523	20.6545	16.6848	24.6241	2.0253
	"Dane County, WI"	"55025"	"Mental and behavioural disorders"	"F01-F99"	236	503523	46.8698	40.8899	52.8496	3.0510
	"Dane County, WI"	"55025"	"Diseases of the nervous system"	"G00-G98"	248	503523	49.2530	43.1229	55.3830	3.1276
	"Dane County, WI"	"55025"	"Diseases of the circulatory system"	"I00-I99"	806	503523	160.0721	149.0211	171.1232	5.6383
	"Dane County, WI"	"55025"	"Diseases of the respiratory system"	"J00-J98"	271	503523	53.8208	47.4128	60.2288	3.2694
	"Dane County, WI"	"55025"	"Diseases of the digestive system"	"K00-K92"	106	503523	21.0517	17.0440	25.0593	2.0447
	"Dane County, WI"	"55025"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	29	503523	5.7594	3.8572	8.2715	1.0695
	"Dane County, WI"	"55025"	"Diseases of the genitourinary system"	"N00-N98"	63	503523	12.5118	9.6145	16.0080	1.5763
	"Dane County, WI"	"55025"	"Certain conditions originating in the perinatal period"	"P00-P96"	16	503523	Unreliable	1.8163	5.1602	0.7944
	"Dane County, WI"	"55025"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	14	503523	Unreliable	1.5201	4.6651	0.7431
	"Dane County, WI"	"55025"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	10	503523	Unreliable	0.9524	3.6523	0.6280
	"Dane County, WI"	"55025"	"External causes of morbidity and mortality"	"V01-Y89"	292	503523	57.9914	51.3398	64.6430	3.3937
	"Dodge County, WI"	"55027"	"Neoplasms"	"C00-D48"	191	88415	216.0267	185.3897	246.6637	15.6311
	"Dodge County, WI"	"55027"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	26	88415	29.4068	19.2094	43.0877	5.7671
	"Dodge County, WI"	"55027"	"Mental and behavioural disorders"	"F01-F99"	73	88415	82.5652	64.7179	103.8133	9.6635
	"Dodge County, WI"	"55027"	"Diseases of the nervous system"	"G00-G98"	64	88415	72.3859	55.7458	92.4354	9.0482
	"Dodge County, WI"	"55027"	"Diseases of the circulatory system"	"I00-I99"	262	88415	296.3298	260.4475	332.2121	18.3073
	"Dodge County, WI"	"55027"	"Diseases of the respiratory system"	"J00-J98"	79	88415	89.3514	70.7404	111.3586	10.0528
	"Dodge County, WI"	"55027"	"Diseases of the digestive system"	"K00-K92"	36	88415	40.7171	28.5178	56.3695	6.7862
	"Dodge County, WI"	"55027"	"Diseases of the genitourinary system"	"N00-N98"	20	88415	22.6206	13.8173	34.9357	5.0581
	"Dodge County, WI"	"55027"	"External causes of morbidity and mortality"	"V01-Y89"	60	88415	67.8618	51.7860	87.3517	8.7609
	"Door County, WI"	"55029"	"Neoplasms"	"C00-D48"	88	27817	316.3533	253.7248	389.7568	33.7234
	"Door County, WI"	"55029"	"Mental and behavioural disorders"	"F01-F99"	20	27817	71.8985	43.9177	111.0414	16.0770
	"Door County, WI"	"55029"	"Diseases of the nervous system"	"G00-G98"	25	27817	89.8731	58.1614	132.6707	17.9746
	"Door County, WI"	"55029"	"Diseases of the circulatory system"	"I00-I99"	121	27817	434.9858	357.4792	512.4924	39.5442
	"Door County, WI"	"55029"	"Diseases of the respiratory system"	"J00-J98"	30	27817	107.8477	72.7649	153.9591	19.6902
	"Door County, WI"	"55029"	"External causes of morbidity and mortality"	"V01-Y89"	13	27817	Unreliable	24.8840	79.9166	12.9617
	"Douglas County, WI"	"55031"	"Neoplasms"	"C00-D48"	116	43785	264.9309	216.7184	313.1434	24.5982
	"Douglas County, WI"	"55031"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	25	43785	57.0972	36.9504	84.2869	11.4194
	"Douglas County, WI"	"55031"	"Mental and behavioural disorders"	"F01-F99"	23	43785	52.5294	33.2989	78.8198	10.9531
	"Douglas County, WI"	"55031"	"Diseases of the nervous system"	"G00-G98"	19	43785	Unreliable	26.1261	67.7647	9.9552
	"Douglas County, WI"	"55031"	"Diseases of the circulatory system"	"I00-I99"	130	43785	296.9053	245.8663	347.9444	26.0403
	"Douglas County, WI"	"55031"	"Diseases of the respiratory system"	"J00-J98"	34	43785	77.6522	53.7765	108.5111	13.3172
	"Douglas County, WI"	"55031"	"Diseases of the digestive system"	"K00-K92"	18	43785	Unreliable	24.3642	64.9714	9.6897
	"Douglas County, WI"	"55031"	"Diseases of the genitourinary system"	"N00-N98"	12	43785	Unreliable	14.1613	47.8739	7.9116
	"Douglas County, WI"	"55031"	"External causes of morbidity and mortality"	"V01-Y89"	32	43785	73.0844	49.9897	103.1732	12.9196
	"Dunn County, WI"	"55033"	"Neoplasms"	"C00-D48"	73	44072	165.6380	129.8337	208.2650	19.3865
	"Dunn County, WI"	"55033"	"Mental and behavioural disorders"	"F01-F99"	24	44072	54.4563	34.8913	81.0267	11.1159
	"Dunn County, WI"	"55033"	"Diseases of the nervous system"	"G00-G98"	16	44072	Unreliable	20.7511	58.9559	9.0761
	"Dunn County, WI"	"55033"	"Diseases of the circulatory system"	"I00-I99"	92	44072	208.7493	168.2812	256.0123	21.7636
	"Dunn County, WI"	"55033"	"Diseases of the respiratory system"	"J00-J98"	21	44072	47.6493	29.4959	72.8372	10.3979
	"Dunn County, WI"	"55033"	"Diseases of the digestive system"	"K00-K92"	10	44072	Unreliable	10.8808	41.7281	7.1753
	"Dunn County, WI"	"55033"	"External causes of morbidity and mortality"	"V01-Y89"	22	44072	49.9183	31.2833	75.5768	10.6426
	"Eau Claire County, WI"	"55035"	"Certain infectious and parasitic diseases"	"A00-B99"	13	100677	Unreliable	6.8754	22.0809	3.5813
	"Eau Claire County, WI"	"55035"	"Neoplasms"	"C00-D48"	193	100677	191.7022	164.6561	218.7483	13.7990
	"Eau Claire County, WI"	"55035"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	29	100677	28.8050	19.2913	41.3689	5.3490
	"Eau Claire County, WI"	"55035"	"Mental and behavioural disorders"	"F01-F99"	49	100677	48.6705	36.0069	64.3448	6.9529
	"Eau Claire County, WI"	"55035"	"Diseases of the nervous system"	"G00-G98"	43	100677	42.7108	30.9098	57.5311	6.5133
	"Eau Claire County, WI"	"55035"	"Diseases of the circulatory system"	"I00-I99"	235	100677	233.4197	203.5756	263.2639	15.2266
	"Eau Claire County, WI"	"55035"	"Diseases of the respiratory system"	"J00-J98"	73	100677	72.5091	56.8355	91.1693	8.4865
	"Eau Claire County, WI"	"55035"	"Diseases of the digestive system"	"K00-K92"	34	100677	33.7714	23.3877	47.1921	5.7917
	"Eau Claire County, WI"	"55035"	"Diseases of the genitourinary system"	"N00-N98"	22	100677	21.8521	13.6945	33.0842	4.6589
	"Eau Claire County, WI"	"55035"	"External causes of morbidity and mortality"	"V01-Y89"	57	100677	56.6167	42.8809	73.3537	7.4991
	"Florence County, WI"	"55037"	"Neoplasms"	"C00-D48"	13	4482	Unreliable	154.4395	495.9926	80.4451
	"Florence County, WI"	"55037"	"Diseases of the circulatory system"	"I00-I99"	14	4482	Unreliable	170.7706	524.0879	83.4819
	"Fond du Lac County, WI"	"55039"	"Certain infectious and parasitic diseases"	"A00-B99"	15	101843	Unreliable	8.2434	24.2925	3.8029
	"Fond du Lac County, WI"	"55039"	"Neoplasms"	"C00-D48"	212	101843	208.1635	180.1420	236.1851	14.2967
	"Fond du Lac County, WI"	"55039"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	39	101843	38.2942	27.2310	52.3494	6.1320
	"Fond du Lac County, WI"	"55039"	"Mental and behavioural disorders"	"F01-F99"	65	101843	63.8237	49.2579	81.3484	7.9164
	"Fond du Lac County, WI"	"55039"	"Diseases of the nervous system"	"G00-G98"	68	101843	66.7694	51.8491	84.6463	8.0970
	"Fond du Lac County, WI"	"55039"	"Diseases of the circulatory system"	"I00-I99"	279	101843	273.9511	241.8051	306.0971	16.4010
	"Fond du Lac County, WI"	"55039"	"Diseases of the respiratory system"	"J00-J98"	64	101843	62.8418	48.3957	80.2478	7.8552
	"Fond du Lac County, WI"	"55039"	"Diseases of the digestive system"	"K00-K92"	38	101843	37.3123	26.4044	51.2142	6.0529
	"Fond du Lac County, WI"	"55039"	"Diseases of the genitourinary system"	"N00-N98"	21	101843	20.6200	12.7642	31.5199	4.4996
	"Fond du Lac County, WI"	"55039"	"External causes of morbidity and mortality"	"V01-Y89"	84	101843	82.4799	65.7893	102.1159	8.9993
	"Forest County, WI"	"55041"	"Neoplasms"	"C00-D48"	24	9206	260.6995	167.0354	387.9001	53.2151
	"Forest County, WI"	"55041"	"Diseases of the circulatory system"	"I00-I99"	38	9206	412.7743	292.1038	566.5657	66.9608
	"Forest County, WI"	"55041"	"Diseases of the respiratory system"	"J00-J98"	13	9206	Unreliable	75.1899	241.4772	39.1652
	"Forest County, WI"	"55041"	"External causes of morbidity and mortality"	"V01-Y89"	12	9206	Unreliable	67.3530	227.6950	37.6287
	"Grant County, WI"	"55043"	"Neoplasms"	"C00-D48"	91	51087	178.1275	143.4176	218.7014	18.6728
	"Grant County, WI"	"55043"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	27	51087	52.8510	34.8293	76.8956	10.1712
	"Grant County, WI"	"55043"	"Mental and behavioural disorders"	"F01-F99"	27	51087	52.8510	34.8293	76.8956	10.1712
	"Grant County, WI"	"55043"	"Diseases of the nervous system"	"G00-G98"	44	51087	86.1276	62.5803	115.6220	12.9842
	"Grant County, WI"	"55043"	"Diseases of the circulatory system"	"I00-I99"	144	51087	281.8721	235.8330	327.9112	23.4893
	"Grant County, WI"	"55043"	"Diseases of the respiratory system"	"J00-J98"	40	51087	78.2978	55.9367	106.6197	12.3800
	"Grant County, WI"	"55043"	"Diseases of the digestive system"	"K00-K92"	12	51087	Unreliable	12.1372	41.0312	6.7808
	"Grant County, WI"	"55043"	"Diseases of the genitourinary system"	"N00-N98"	12	51087	Unreliable	12.1372	41.0312	6.7808
	"Grant County, WI"	"55043"	"External causes of morbidity and mortality"	"V01-Y89"	22	51087	43.0638	26.9876	65.1990	9.1812
	"Green County, WI"	"55045"	"Neoplasms"	"C00-D48"	70	36909	189.6556	147.8461	239.6185	22.6682
	"Green County, WI"	"55045"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	36909	Unreliable	12.9925	49.8263	8.5678
	"Green County, WI"	"55045"	"Mental and behavioural disorders"	"F01-F99"	18	36909	Unreliable	28.9032	77.0753	11.4949
	"Green County, WI"	"55045"	"Diseases of the nervous system"	"G00-G98"	44	36909	119.2121	86.6195	160.0363	17.9719
	"Green County, WI"	"55045"	"Diseases of the circulatory system"	"I00-I99"	100	36909	270.9366	217.8330	324.0402	27.0937
	"Green County, WI"	"55045"	"Diseases of the respiratory system"	"J00-J98"	30	36909	81.2810	54.8403	116.0335	14.8398
	"Green County, WI"	"55045"	"Diseases of the digestive system"	"K00-K92"	13	36909	Unreliable	18.7542	60.2303	9.7688
	"Green County, WI"	"55045"	"Diseases of the genitourinary system"	"N00-N98"	11	36909	Unreliable	14.8777	53.3260	8.9860
	"Green County, WI"	"55045"	"External causes of morbidity and mortality"	"V01-Y89"	27	36909	73.1529	48.2085	106.4338	14.0783
	"Green Lake County, WI"	"55047"	"Neoplasms"	"C00-D48"	57	19039	299.3855	226.7516	387.8898	39.6546
	"Green Lake County, WI"	"55047"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	24	19039	126.0570	80.7673	187.5628	25.7313
	"Green Lake County, WI"	"55047"	"Mental and behavioural disorders"	"F01-F99"	17	19039	Unreliable	52.0152	142.9629	21.6561
	"Green Lake County, WI"	"55047"	"Diseases of the nervous system"	"G00-G98"	11	19039	Unreliable	28.8419	103.3777	17.4202
	"Green Lake County, WI"	"55047"	"Diseases of the circulatory system"	"I00-I99"	73	19039	383.4235	300.5427	482.0975	44.8763
	"Green Lake County, WI"	"55047"	"Diseases of the respiratory system"	"J00-J98"	20	19039	105.0475	64.1662	162.2375	23.4893
	"Green Lake County, WI"	"55047"	"Diseases of the digestive system"	"K00-K92"	11	19039	Unreliable	28.8419	103.3777	17.4202
	"Green Lake County, WI"	"55047"	"External causes of morbidity and mortality"	"V01-Y89"	14	19039	Unreliable	40.2014	123.3763	19.6526
	"Iowa County, WI"	"55049"	"Neoplasms"	"C00-D48"	45	23807	189.0200	137.8731	252.9239	28.1774
	"Iowa County, WI"	"55049"	"Mental and behavioural disorders"	"F01-F99"	11	23807	Unreliable	23.0655	82.6735	13.9313
	"Iowa County, WI"	"55049"	"Diseases of the circulatory system"	"I00-I99"	78	23807	327.6347	258.9821	408.9045	37.0973
	"Iowa County, WI"	"55049"	"Diseases of the respiratory system"	"J00-J98"	18	23807	Unreliable	44.8098	119.4932	17.8210
	"Iowa County, WI"	"55049"	"External causes of morbidity and mortality"	"V01-Y89"	18	23807	Unreliable	44.8098	119.4932	17.8210
	"Iron County, WI"	"55051"	"Neoplasms"	"C00-D48"	24	5934	404.4489	259.1385	601.7877	82.5578
	"Iron County, WI"	"55051"	"Diseases of the circulatory system"	"I00-I99"	32	5934	539.2653	368.8574	761.2808	95.3295
	"Iron County, WI"	"55051"	"Diseases of the respiratory system"	"J00-J98"	14	5934	Unreliable	128.9845	395.8480	63.0546
	"Jackson County, WI"	"55053"	"Neoplasms"	"C00-D48"	53	20485	258.7259	193.8038	338.4186	35.5387
	"Jackson County, WI"	"55053"	"Diseases of the nervous system"	"G00-G98"	14	20485	Unreliable	37.3636	114.6674	18.2654
	"Jackson County, WI"	"55053"	"Diseases of the circulatory system"	"I00-I99"	68	20485	331.9502	257.7726	420.8266	40.2549
	"Jackson County, WI"	"55053"	"Diseases of the respiratory system"	"J00-J98"	20	20485	97.6324	59.6368	150.7855	21.8313
	"Jackson County, WI"	"55053"	"External causes of morbidity and mortality"	"V01-Y89"	18	20485	Unreliable	52.0765	138.8711	20.7110
	"Jefferson County, WI"	"55055"	"Certain infectious and parasitic diseases"	"A00-B99"	16	84498	Unreliable	10.8233	30.7499	4.7338
	"Jefferson County, WI"	"55055"	"Neoplasms"	"C00-D48"	171	84498	202.3717	172.0392	232.7041	15.4757
	"Jefferson County, WI"	"55055"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	30	84498	35.5038	23.9544	50.6838	6.4821
	"Jefferson County, WI"	"55055"	"Mental and behavioural disorders"	"F01-F99"	49	84498	57.9895	42.9012	76.6651	8.2842
	"Jefferson County, WI"	"55055"	"Diseases of the nervous system"	"G00-G98"	41	84498	48.5219	34.8203	65.8252	7.5778
	"Jefferson County, WI"	"55055"	"Diseases of the circulatory system"	"I00-I99"	194	84498	229.5912	197.2832	261.8993	16.4837
	"Jefferson County, WI"	"55055"	"Diseases of the respiratory system"	"J00-J98"	59	84498	69.8241	53.1536	90.0683	9.0903
	"Jefferson County, WI"	"55055"	"Diseases of the digestive system"	"K00-K92"	23	84498	27.2196	17.2548	40.8427	5.6757
	"Jefferson County, WI"	"55055"	"Diseases of the genitourinary system"	"N00-N98"	18	84498	Unreliable	12.6250	33.6668	5.0210
	"Jefferson County, WI"	"55055"	"External causes of morbidity and mortality"	"V01-Y89"	30	84498	35.5038	23.9544	50.6838	6.4821
	"Juneau County, WI"	"55057"	"Neoplasms"	"C00-D48"	66	26631	247.8315	191.6729	315.3036	30.5059
	"Juneau County, WI"	"55057"	"Mental and behavioural disorders"	"F01-F99"	15	26631	Unreliable	31.5247	92.9002	14.5431
	"Juneau County, WI"	"55057"	"Diseases of the nervous system"	"G00-G98"	14	26631	Unreliable	28.7407	88.2040	14.0500
	"Juneau County, WI"	"55057"	"Diseases of the circulatory system"	"I00-I99"	80	26631	300.4018	238.2006	373.8771	33.5859
	"Juneau County, WI"	"55057"	"Diseases of the respiratory system"	"J00-J98"	33	26631	123.9157	85.2974	174.0235	21.5710
	"Juneau County, WI"	"55057"	"Diseases of the digestive system"	"K00-K92"	11	26631	Unreliable	20.6196	73.9067	12.4540
